time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
"[{'room': '2A14', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",6.0,Target Group Analysis,Efterår 2006,40,['Pernille Karen Rosengaard Eisenhardt'],40,0.47368421052631576,KDDK,0,5.78,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.11
"[{'room': '3A18', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A50', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A50', 'day': 'Onsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",5.9,Advanced Models and Programs,Forår 2007,20,"['Kasper Østerbye', 'Lars Birkedal', 'Martin Elsman', 'Carsten Schürmann', 'Peter Sestoft']",40,0.5,KSDT,12,5.3,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.7
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.67,Database Tuning,Forår 2007,20,"['Rasmus Pagh', 'Srinivasa Rao Satti']",50,0.3,KSDT,12,5.0,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,5.17
"[{'room': '3A12', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '3A14, 3A18, 4A20, 4A22', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",4.53,Design of User Interfaces and Data,Forår 2007,40,['Flemming Hedegaard'],80,0.2698412698412698,KSWU,12,4.71,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,3.94
"[{'room': '3A14', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.1,Digital Culture,Forår 2007,62,['Jonas Heide Smith'],80,0.5384615384615384,KDDK,12,4.76,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.38
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Audditorium 4 (4A60)', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.55,Digital Media: Communication and Design,Forår 2007,70,"['Charlie Breindahl', 'Javier San Agustin Lopez']",100,0.5892857142857143,KDDK,12,4.61,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.36
"[{'room': '3A12', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A50, 3A52', 'day': 'Mandag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",4.81,Efficient AI Programming,Forår 2007,25,"['Sathia Moorthy Subbarayan', 'Tarik Hadzic', 'Rune Møller Jensen']",60,0.3137254901960784,KSDT,12,5.12,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.38
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A20, 4A22', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Auditorium 3 (2A56)', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A20, 4A22', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.03,Interaction Design and Ethnography,Forår 2007,70,"['Anker Helms Jørgensen', 'Lone Malmborg']",130,0.625,KDDK,12,4.53,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,4.93
"[{'room': 'Multimedielab', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.91,Introductory 3D,Forår 2007,35,['Anette Kreutzberg'],35,0.3235294117647059,KDDK,12,5.55,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.0
"[{'room': '3A14', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A52', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.15,Mobile and Distributed Systems,Forår 2007,25,"['Jens Christian Godskesen', 'Arne John Glenstrup', 'Henning Niss']",100,0.29545454545454547,KSDT,12,4.92,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.77
"[{'room': '4A16', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}, {'room': '4A16', 'day': 'Onsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Onsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.36,Object Oriented Programming - Introduction,Forår 2007,75,"['Lars Birkedal', 'Carsten Schürmann']",120,0.2894736842105263,KSDT,12,5.27,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.0
"[{'room': '4A16', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}, {'room': '4A16', 'day': 'Onsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Onsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.67,Object-oriented Programming,Forår 2007,65,"['Lars Birkedal', 'Carsten Schürmann']",150,0.2727272727272727,KSWU,0,4.0,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,2.33
"[{'room': '2A18', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.4,Organization and technology: Theory and reality,Forår 2007,15,"['Kjeld Schmidt', 'Claus Seeberg Friis']",25,0.6666666666666666,KITO,12,4.5,Dansk,1500,cand.it. it til organisationer (ito),KITO,4.9
"[{'room': '3A18', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.8,Outsourcing,Forår 2007,40,['Bent Faurskov'],40,0.3225806451612903,KSWU,12,5.3,Dansk,750,cand.it. softwareudvikling (swu),KSWU,2.6
"[{'room': '2A14 (Note: Teaching until 4:30 PM)', 'day': 'Onsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.11,Performance and Test,Forår 2007,20,"['Henrik Reif Andersen', 'Andrzej Wasowski']",80,0.21428571428571427,KSDT,12,5.56,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.0
"[{'room': '2A20', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.75,Praxis Theory,Forår 2007,12,"['Kjeld Schmidt', 'Peter Carstensen']",30,0.8,KITO,12,5.0,Dansk,750,cand.it. it til organisationer (ito),KITO,2.5
"[{'room': '3A12', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A12, 3A50, 3A52', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",3.78,Process and Data Modelling,Forår 2007,30,"['Jens Christian Godskesen', 'Thomas Hildebrandt', 'Yvonne Dittrich']",80,0.1875,KINT,12,5.0,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,4.44
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.4,Social Software: Design and implementation,Forår 2007,20,"['Kasper Kofod', 'Martin Sønderlev Christensen']",40,0.35714285714285715,KDDK,12,5.0,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,5.0
"[{'room': '2A14', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.45,Target Group Analysis,Forår 2007,40,['Pernille Karen Rosengaard Eisenhardt'],40,0.5,KDDK,12,5.25,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.7
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.33,Advanced Algorithms,Efterår 2007,0,"['Philip Bille', 'Rasmus Pagh', 'Rune Møller Jensen']",40,0.5,KSDT,0,4.33,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.83
"[{'room': '4A16', 'day': 'Lørdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Lørdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.75,Advanced IT Project Management,Efterår 2007,30,['Jan Pries-Heje'],34,0.14285714285714285,KSWU,0,6.0,Dansk,750,cand.it. softwareudvikling (swu),KSWU,2.5
"[{'room': '4A20', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Forelæsning'}]",5.5,Advanced IT Project Management and Software Engineering,Efterår 2007,10,['Yvonne Dittrich'],10,0.5,KSWU,0,4.5,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,5.0
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A54', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A54', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.0,Advanced Mobile and Distributed Systems,Efterår 2007,0,"['Jens Christian Godskesen', 'Arne John Glenstrup', 'Søren Debois']",40,0.08695652173913043,KSDT,0,4.5,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.5
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '3A50, 3A52, 3A54', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.39,Advanced Object Oriented Programming,Efterår 2007,55,['Kasper Østerbye'],100,0.33962264150943394,KSDT,0,5.5,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.06
"[{'room': '2A20', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Øvelser'}]",3.67,Advanced Topics in Game Technology,Efterår 2007,10,['Georgios Yannakakis'],16,0.3157894736842105,KMTG,5,4.5,Engelsk,1500,cand.it. medieteknologi og spil (mtg),KMTG,4.83
"[{'room': '3A12', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '3A12', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",4.5,Design of User Interfaces and Data,Efterår 2007,40,['Flemming Hedegaard'],60,0.17391304347826086,KSWU,0,4.5,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.0
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.0,Digital Culture,Efterår 2007,60,['Lisbeth Klastrup'],60,0.29333333333333333,KDDK,12,4.77,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.64
"[{'room': 'Auditorium 2', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20, 4A14, 4A20, 4A22', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Auditorium 2', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': ' 2A20, 4A14, 4A20, 4A22', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.46,Interaction Design,Efterår 2007,70,"['Anker Helms Jørgensen', 'Lone Malmborg']",130,0.345679012345679,KDDK,12,3.93,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,5.07
"[{'room': '2A52, Gamelab', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A52, Gamelab', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",6.0,Introductory 3D,Efterår 2007,35,['Lise Jensen'],35,0.3333333333333333,KDDK,12,3.71,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.71
"[{'room': None, 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': None, 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",6.0,Introductory 3D,Efterår 2007,35,['Anette Kreutzberg'],35,0.3333333333333333,KDDK,12,3.71,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.71
"[{'room': '3A14', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",3.86,IT Strategy,Efterår 2007,35,['Bent Faurskov'],40,0.18421052631578946,KSWU,0,5.0,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.57
"[{'room': 'Auditorium 2', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A50, 3A52, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.22,Media and Communication,Efterår 2007,70,['Charlie Breindahl'],100,0.4090909090909091,KDDK,0,4.04,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.93
"[{'room': '2A12, Multimedielab, 2A40, 2A42, 2A58, 2A60, 3A40, 3A42, 3A58, 3A60', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14, Multimedielab', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': ' \t2A12, Multimedielab, 2A40, 2A42, 2A58, 2A60, 3A40, 3A42, 3A58, 3A60', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14, Multimedielab', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.17,Modelling and Design,Efterår 2007,40,"['Jens Christian Godskesen', 'Thomas Hildebrandt']",100,0.26666666666666666,KSDT,0,5.17,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.42
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}, {'room': 'Auditorium 4 (4A60)', 'day': 'Onsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Onsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",4.36,Object Oriented Programming - Introduction,Efterår 2007,75,"['Lars Birkedal', 'Carsten Schürmann']",120,0.25,KSDT,12,4.55,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.27
"[{'room': '3A14, 3A50, 3A52', 'day': 'Lørdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A50, 3A52', 'day': 'Lørdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.11,Object-oriented Programming,Efterår 2007,65,['Mads Lindegaard Hjorth'],150,0.23076923076923078,KSWU,0,4.56,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.89
"[{'room': '3A14 (Note: Teaching until 4:30 PM)', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.0,Performance and Test,Efterår 2007,20,['Andrzej Wasowski'],80,0.35294117647058826,KSDT,12,5.17,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,5.08
"[{'room': '2A20', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.53,Praxis Theory,Efterår 2007,12,['Kjeld Schmidt'],30,0.4222222222222222,KITO,12,4.79,Dansk,750,cand.it. it til organisationer (ito),KITO,4.16
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.29,Social Software: design and implementation,Efterår 2007,20,"['Morten Gade', 'Niels Mølbjerg Lund Pedersen']",40,0.3333333333333333,KDDK,12,4.71,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.43
"[{'room': '4A20', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '4A20', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.0,System Development 2,Efterår 2007,15,['Yvonne Dittrich'],15,0.75,KITO,0,5.5,Engelsk,1500,cand.it. it til organisationer (ito),KITO,4.67
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.07,Target Group Analysis,Efterår 2007,40,['Paul Metelmann'],40,0.45454545454545453,KDDK,12,5.2,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.87
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.07,Target Group Analysis,Efterår 2007,40,['Pernille Karen Rosengaard Eisenhardt'],40,0.45454545454545453,KDDK,12,5.2,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.87
"[{'room': 'Auditorium 2', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52, 3A50, 3A52, 4A58', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.35,Web Design and Web Communication,Efterår 2007,80,"['Tomas Sokoler', 'Jens Michael Pors']",111,0.34,KDDK,0,5.18,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.5
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",5.75,Advanced Models and Programs,Forår 2008,20,"['Kasper Østerbye', 'Lars Birkedal', 'Martin Elsman', 'Peter Sestoft', 'Claus Brabrand']",40,0.2,KSDT,12,5.0,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.25
"[{'room': '2A20', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.0,Advanced Software Engineering,Forår 2008,20,['Yvonne Dittrich'],25,0.3076923076923077,KSWU,10,4.5,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.0
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.4,Database Tuning,Forår 2008,20,['Rasmus Pagh'],50,0.1724137931034483,KSDT,12,4.8,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,5.2
"[{'room': '4A16', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.75,Design of User Interfaces and Data,Forår 2008,40,['Flemming Hedegaard'],60,0.16,KSWU,0,5.25,Dansk,750,cand.it. softwareudvikling (swu),KSWU,2.25
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.4,Digital Culture,Forår 2008,60,['Susana Pajares Tosca'],60,0.2631578947368421,KDDK,12,5.0,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.4
"[{'room': '3A12, 3A14', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '3A12, 3A14', 'day': 'Mandag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",5.44,Efficient AI Programming,Forår 2008,25,['Rune Møller Jensen'],60,0.225,KSDT,12,5.0,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.33
"[{'room': 'Aud. 3', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14, 4A16, 4A22 ', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Aud. 4', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14, 4A16, 4A22', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",3.88,Interaction Design,Forår 2008,70,"['Anker Helms Jørgensen', 'Tomas Sokoler']",130,0.2,KDDK,12,3.88,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,5.5
"[{'room': '3A12', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A52, 3A52', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.7,Interactive Web Services with Java and XML,Forår 2008,50,"['Jacob Avlund', 'Hans Ernst Lassen']",100,0.19230769230769232,KINT,0,4.7,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,3.5
"[{'room': 'Multimedielab', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.46,Introductory 3D,Forår 2008,35,['Anette Kreutzberg'],35,0.40625,KDDK,12,4.69,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.08
"[{'room': 'Aud. 4', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.56,Media and Communication,Forår 2008,70,['Gitte Bang Stald'],100,0.225,KDDK,0,5.33,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.11
