time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
"[{'room': '2A20', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.18,Target Group Analysis,Forår 2009,30,['Christian Viktor Rasmussen'],30,0.6111111111111112,KDDK,12,5.27,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.27
"[{'room': '2A20', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.18,Target Group Analysis,Forår 2009,30,['Christian Viktor Rasmussen'],30,0.6111111111111112,KDDK,12,5.27,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.27
"[{'room': '2A14', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.18,Target Group Analysis,Forår 2009,30,['Paul Metelmann'],30,0.6111111111111112,KDDK,12,5.27,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.27
"[{'room': '2A14', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.18,Target Group Analysis,Forår 2009,30,['Paul Metelmann'],30,0.6111111111111112,KDDK,12,5.27,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.27
"[{'room': 'Aud. 4, 4A34, 4A44, 4A46, 4A62', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Aud. 4, 4A34, 4A44, 4A46, 4A62', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.88,Usability,Forår 2009,40,['Ole Gregersen'],80,0.25806451612903225,KDDK,12,5.0,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.25
"[{'room': 'Aud. 4', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A40, 3A42, 3A58, 3A60', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Aud. 4', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A40, 3A42, 3A58, 3A60', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.2,Usability with Project,Forår 2009,40,"['Leigh Simeon Keates', 'Susanne Frennert']",80,0.25,KDDK,12,4.8,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.6
"[{'room': 'Aud. 2', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab, 3A50, 3A52, 4A56, 4A58', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.9,Web Design and Web Communication,Forår 2009,80,['Brian Everitt'],120,0.4016393442622951,KDDK,0,5.02,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.65
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.2,Advanced AI in Games,Efterår 2009,20,['Georgios Yannakakis'],40,0.43478260869565216,KMTG,0,4.7,Engelsk,1500,cand.it. medieteknologi og spil (mtg),KMTG,3.22
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.17,Advanced Algorithms,Efterår 2009,0,['Thore Husfeldt'],40,0.35294117647058826,KSDT,0,4.17,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.33
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.75,Advanced Mobile and Distributed Systems,Efterår 2009,12,"['Arne John Glenstrup', 'Marco Carbone']",40,0.2857142857142857,KSDT,0,3.75,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.5
"[{'room': '2A14, 2A52 (Undervisning fra kl. 12!)', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Forelæsning'}]",6.0,Basic Graphic Design - group 2,Efterår 2009,30,['Julie Katrine Andersen'],30,0.2,KDDK,15,5.67,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.0
"[{'room': '4A54, 4A56 (Teaching from 11-13 PM)', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14 (Teaching from 9-11 PM)', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Øvelser'}]",5.3,Database Systems,Efterår 2009,45,['Carsten Schürmann'],65,0.25,KSDT,0,4.4,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.3
"[{'room': '2A18, 3A40, 3A42, 3A58 ', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Øvelser'}, {'room': '2A18, 3A40, 3A42, 3A58', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",5.0,Distributed Collaboration and Development,Efterår 2009,25,['Pernille Bjørn'],35,0.7333333333333333,KSDT,0,4.18,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.27
"[{'room': '4A22', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A58', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.92,Experimental Design and Analysis,Efterår 2009,10,['Anders Drachen'],30,0.65,KDDK,5,5.08,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.92
"[{'room': 'Game-/multimedielab', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Øvelser'}, {'room': 'Game-/multimedielab', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Øvelser'}]",3.53,Experimental Gameplay,Efterår 2009,15,['Aki Sakari Järvinen'],40,0.45454545454545453,KMTG,0,4.6,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.73
"[{'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",5.71,Games and Journalism,Efterår 2009,15,['Thomas Vigild Hansen'],20,0.7,KMTG,0,5.86,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,2.33
"[{'room': '4A16', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}]",6.0,Gameworlds as Fields for Expression,Efterår 2009,0,['Alessandro Canossa'],45,1.0,KMTG,0,5.33,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.33
"[{'room': 'Auditorium 2', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14, 4A16, 4A20, 4A22', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Auditorium 2', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A18, 4A16, 4A22', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.08,Interaction Design,Efterår 2009,70,"['Magnus Nilsson', 'Nis Johannsen', 'Signe Louise Yndigegn']",130,0.2823529411764706,KDDK,12,5.29,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,2.9
"[{'room': 'Game-/multimedielab - teaching from 9-1PM', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",5.89,Interactive Multimedia (replaces Multimedia Production for the Internet ),Efterår 2009,40,['Kevin Cook McLean'],40,0.25,KDDK,12,5.89,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.0
"[{'room': '3A52 - teaching from 12:30-16:30', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Forelæsning'}, {'room': '3A52 - teaching from 12:30-16:30', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",3.0,Introductory 3D,Efterår 2009,35,['KyoungHee Oh Holmen'],35,0.2,KDDK,12,2.0,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.0
"[{'room': 'Auditorium 2', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': 'Auditorium 2', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.2,Media and Communication,Efterår 2009,70,['Irina Shklovski'],100,0.30864197530864196,KDDK,0,3.54,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.65
"[{'room': '2A14', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Mandag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",4.24,Model Driven Development (formerly Advanced Object Oriented Programming),Efterår 2009,55,"['Steen Brahe', 'Tonny Madsen']",100,0.40476190476190477,KSDT,0,5.06,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.12
"[{'room': '3A12, 4A58, 2A40, 2A42, 2A58, 2A60, 3A40, 3A42, 3A58, 3A60', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': ' \t2A14, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A12, 4A58, 2A40, 2A42, 2A58, 2A60, 3A40, 3A42, 3A58, 3A60', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14, 4A58', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.0,Modelling and Design,Efterår 2009,40,"['Yvonne Dittrich', 'Marco Carbone']",100,0.3,KSDT,0,3.78,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.56
"[{'room': '3A12', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A50, 3A52', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A12 (Lectures 9-11)', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",4.9,Performance and Test,Efterår 2009,20,"['Rasmus Pagh', 'Rune Møller Jensen', 'Anne Mette Hass']",80,0.425531914893617,KSDT,12,4.4,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.6
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.57,Situational Methods for Digital Studies,Efterår 2009,25,['Brit Ross Winthereik'],40,0.5,KDDK,20,5.43,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.5
"[{'room': '4A16 (Lectures 11-13)', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Fredag', 'time_slot': '13.30-15.30', 'type': 'Øvelser'}]",4.33,System Architecture and Security,Efterår 2009,20,['Agata Przybyszewska'],80,0.4090909090909091,KSDT,12,4.67,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.72
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A32, 4A34, 4A44, 4A46, 4A62, 4A64', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': ' \t4A32, 4A34, 4A44, 4A46, 4A62, 4A64', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.22,Usability with Project,Efterår 2009,40,"['Leigh Simeon Keates', 'Susanne Frennert']",80,0.32142857142857145,KDDK,12,5.0,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,2.89
"[{'room': 'Auditorium 3 (2A56) (8:30-10:30)', 'day': 'Torsdag', 'time_slot': '08.00-10.00', 'type': 'Forelæsning'}, {'room': '2A52, 3A52, 4A56 (11-13)', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Øvelser'}]",5.7,Web Design and Web Communication group 1,Efterår 2009,60,['Sigurd Trolle Gronemann'],60,0.29850746268656714,KDDK,0,5.65,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,2.63
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Forelæsning'}, {'room': '3A50, 4A54, 4A58', 'day': 'Torsdag', 'time_slot': '15.00-17.00', 'type': 'Øvelser'}]",5.14,Web Design and Web Communication group 2,Efterår 2009,55,['Brian Everitt'],55,0.16279069767441862,KDDK,0,5.14,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.29
"[{'room': 'Gamelab', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.24,3D Game Art,Forår 2010,35,['Anette Kreutzberg'],40,0.6176470588235294,KMTG,12,4.86,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.86
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Auditorium 3 (2A56)', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': 'Auditorium 4 (4A60)', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Auditorium 4 (4A60)', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",3.8,Advanced Data Management,Forår 2010,60,"['Rasmus Pagh', 'Philippe Bonnet']",70,0.29411764705882354,KSDT,60,4.2,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,5.6
"[{'room': '4A16', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Mandag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A14', 'day': 'Fredag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Fredag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",4.94,Advanced Models and Programs,Forår 2010,20,"['Peter Sestoft', 'Joseph Kiniry']",40,0.53125,KSDT,12,5.19,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.94
"[{'room': '3A14', 'day': 'Onsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Onsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.0,Advanced Organization Theory,Forår 2010,20,['John Tronborg Larsen'],30,0.3181818181818182,MORI,12,4.86,Dansk,750,Master i it organisation og implementering (ori),MORI,3.57
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.8,Advanced Software Engineering,Forår 2010,20,['Yvonne Dittrich'],25,0.45454545454545453,MSOK,10,4.9,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,4.1
"[{'room': '2A20', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Gamelab', 'day': 'Mandag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.5,Applied HCI for Games,Forår 2010,12,['Pippin Barr'],20,0.8571428571428571,KMTG,0,5.33,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.5
"[{'room': '3A14', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.92,B19 IT-Strategy,Forår 2010,20,['Niels Bjørn-Andersen'],40,0.42857142857142855,KEBUSS,15,5.5,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,4.42
"[{'room': '3A18', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '11.00-13.00', 'type': 'Øvelser'}]",5.67,B25 Sustainable IT,Forår 2010,30,['Rony Medaglia'],40,0.2727272727272727,KEBUSS,15,5.0,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,4.33
"[{'room': '4A16', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Onsdag', 'time_slot': '13.00-15.30', 'type': 'Øvelser'}]",5.11,B9 Knowledge Management,Forår 2010,30,['Leif Bloch Rasmussen'],50,0.47368421052631576,KEBUSS,20,4.89,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.56
"[{'room': '4A16, 4A56', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '4A16, 4A56', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.14,Basic Graphic Design - group 1,Forår 2010,30,['Marie Dysgaard Christiansen'],30,0.4375,MINM,12,4.86,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.29
"[{'room': '3A14', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '3A14, 3A52', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.64,Basic Graphic Design - group 2,Forår 2010,30,['Ian Wisler-Poulsen'],30,0.5,KDDK,15,5.55,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.73
"[{'room': '2A20, 2A42, 2A58, 2A60', 'day': 'Mandag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '2A20, 2A42, 2A58, 2A60', 'day': 'Mandag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",3.67,Concept Development and Interactive Digital Media,Forår 2010,60,['Villads Keiding'],65,0.5454545454545454,MINM,12,3.5,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,2.83
"[{'room': '3A18', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '3A52', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.64,Creating Real World Landscapes for 3D Game Engines,Forår 2010,10,['Chad Chatterton'],20,0.6875,KMTG,10,5.4,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.4
"[{'room': '2A12', 'day': 'Fredag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '3A52', 'day': 'Fredag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.42,Data Mining,Forår 2010,30,['Julian Togelius'],35,0.3333333333333333,KMTG,12,5.42,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.92
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Auditorium 3 (2A56)', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': 'Auditorium 4 (4A60)', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': 'Auditorium 4 (4A60)', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.73,Database Tuning,Forår 2010,20,"['Rasmus Pagh', 'Philippe Bonnet']",50,0.35714285714285715,KSDT,12,5.47,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.8
"[{'room': '4A16', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.0,Design of User Interfaces and Data,Forår 2010,40,['Flemming Hedegaard'],60,0.4,MSOK,0,5.17,Dansk,750,Master i it softwarekonstruktion (sok),MSOK,2.83
"[{'room': '4A22', 'day': 'Tirsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Tirsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",5.33,Digital Culture and Society,Forår 2010,60,"['Susana Pajares Tosca', 'Randi Markussen', 'Richard Ling']",60,0.2727272727272727,KDDK,12,5.67,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,2.67
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.12,Digital Media Culture,Forår 2010,76,['Lisbeth Klastrup'],80,0.5882352941176471,BDMD,70,4.9,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.56
"[{'room': 'Auditorium 4 (4A60)', 'day': 'Mandag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.9,Digital Rhetorics group 1,Forår 2010,60,['Ditte Maria Bergstrøm'],60,0.5882352941176471,KDDK,12,4.67,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.5
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Onsdag', 'time_slot': '11.00-13.00', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Onsdag', 'time_slot': '13.45-15.45', 'type': 'Øvelser'}]",4.81,Digital Rhetorics group 2,Forår 2010,60,['Ditte Maria Bergstrøm'],60,0.45714285714285713,KDDK,12,4.94,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.56
"[{'room': '2A18', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.7,Digtal Aesthetics: Theory and Practice,Forår 2010,10,['Anne Sophie Witzke'],22,0.625,KDDK,4,4.7,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.2
"[{'room': '3A18, 3A52', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A18, 3A52', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.5,Dynamic Web Design,Forår 2010,80,['Tess Gaston Løvgreen'],120,0.38095238095238093,MINM,0,5.0,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.43
"[{'room': 'Auditorium 3 (2A56)', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.33,Efficient AI Programming,Forår 2010,25,['Rune Møller Jensen'],70,0.515625,KSDT,12,4.82,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.0
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",3.82,Experimental Design and Analysis,Forår 2010,10,['Halfdan Grage'],32,0.4583333333333333,KDDK,5,4.45,Engelsk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.3
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",5.71,Foundations of Computing - Algorithms and Data Structures,Forår 2010,12,['Thore Husfeldt'],30,0.3684210526315789,KSDT,0,5.71,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.43
"[{'room': '2A18', 'day': 'Tirsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Torsdag', 'time_slot': '08.30-10.30', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Torsdag', 'time_slot': '10.45-12.45', 'type': 'Øvelser'}]",4.75,Foundations of Computing - Discrete Mathematics,Forår 2010,20,['Thore Husfeldt'],80,0.3333333333333333,KSDT,12,4.25,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.25
"[{'room': '4A20', 'day': 'Torsdag', 'time_slot': '13.45-15.45', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.0,Games and Journalism,Forår 2010,15,['Thomas Vigild Hansen'],20,0.4,KMTG,0,4.0,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.0
"[{'room': '4A20, 4A32, 4A34, 4A44', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Forelæsning'}, {'room': '4A20, 4A32, 4A34, 4A44', 'day': 'Mandag', 'time_slot': '18.00-20.00', 'type': 'Øvelser'}]",4.5,HealthcareIT - IT Architecture and Networks,Forår 2010,30,"['Claus Seeberg Friis', 'Carsten Levin']",50,0.5714285714285714,MSIT,10,4.25,Dansk,750,Master i sundheds-it (sit),MSIT,4.38
